,timestamp_utc,air_temperature,precipitation,global_radiation,date,hour,min
300,2020-11-17 12:00:00+00:00,12.1,0,0,2020-11-17,12,0
301,2020-11-18 12:00:00+00:00,11.8,0,0,2020-11-18,12,0
302,2020-11-19 12:00:00+00:00,10.5,0,0,2020-11-19,12,0
303,2020-11-20 12:00:00+00:00,7.1,0,0,2020-11-20,12,0
304,2020-11-21 12:00:00+00:00,5.5,0,0,2020-11-21,12,0
305,2020-11-22 12:00:00+00:00,4.6,0,0,2020-11-22,12,0
306,2020-11-23 12:00:00+00:00,8.0,0,0,2020-11-23,12,0
307,2020-11-24 12:00:00+00:00,4.9,0,0,2020-11-24,12,0
308,2020-11-25 12:00:00+00:00,3.5,0,0,2020-11-25,12,0
309,2020-11-26 12:00:00+00:00,3.5,0,0,2020-11-26,12,0
310,2020-11-27 12:00:00+00:00,3.6,0,0,2020-11-27,12,0
311,2020-11-28 12:00:00+00:00,1.7,0,0,2020-11-28,12,0
312,2020-11-29 12:00:00+00:00,1.9,0,0,2020-11-29,12,0
313,2020-11-30 12:00:00+00:00,2.0,0,0,2020-11-30,12,0
314,2020-12-01 12:00:00+00:00,3.0,0,0,2020-12-01,12,0
315,2020-12-02 12:00:00+00:00,2.5,0,0,2020-12-02,12,0
316,2020-12-03 12:00:00+00:00,4.4,0,0,2020-12-03,12,0
317,2020-12-04 12:00:00+00:00,2.6,0,0,2020-12-04,12,0
318,2020-12-05 12:00:00+00:00,3.8,0,0,2020-12-05,12,0
319,2020-12-06 12:00:00+00:00,3.7,0,0,2020-12-06,12,0
320,2020-12-07 12:00:00+00:00,4.4,0,0,2020-12-07,12,0
321,2020-12-08 12:00:00+00:00,1.9,0,0,2020-12-08,12,0
322,2020-12-09 12:00:00+00:00,2.0,0,0,2020-12-09,12,0
323,2020-12-10 12:00:00+00:00,2.1,0,0,2020-12-10,12,0
324,2020-12-11 12:00:00+00:00,0.8,0,0,2020-12-11,12,0
325,2020-12-12 12:00:00+00:00,6.2,0,0,2020-12-12,12,0
326,2020-12-13 12:00:00+00:00,6.1,0,0,2020-12-13,12,0
327,2020-12-14 12:00:00+00:00,5.1,0,0,2020-12-14,12,0
328,2020-12-15 12:00:00+00:00,6.4,0,0,2020-12-15,12,0
329,2020-12-16 12:00:00+00:00,4.9,0,0,2020-12-16,12,0
330,2020-12-17 12:00:00+00:00,5.5,0,0,2020-12-17,12,0
331,2020-12-18 12:00:00+00:00,6.8,0,0,2020-12-18,12,0
332,2020-12-19 12:00:00+00:00,1.4,0,0,2020-12-19,12,0
333,2020-12-20 12:00:00+00:00,4.8,0,0,2020-12-20,12,0
334,2020-12-21 12:00:00+00:00,5.8,0,0,2020-12-21,12,0
335,2020-12-22 12:00:00+00:00,14.0,0,0,2020-12-22,12,0
336,2020-12-23 12:00:00+00:00,9.6,0,0,2020-12-23,12,0
337,2020-12-24 12:00:00+00:00,9.7,0,0,2020-12-24,12,0
338,2020-12-25 12:00:00+00:00,3.1,0,0,2020-12-25,12,0
339,2020-12-26 12:00:00+00:00,3.6,0,0,2020-12-26,12,0
340,2020-12-27 12:00:00+00:00,0.0,0,0,2020-12-27,12,0
341,2020-12-28 12:00:00+00:00,3.0,0,0,2020-12-28,12,0
342,2020-12-29 12:00:00+00:00,7.2,0,0,2020-12-29,12,0
343,2020-12-30 12:00:00+00:00,3.5,0,0,2020-12-30,12,0
344,2020-12-31 12:00:00+00:00,3.2,0,0,2020-12-31,12,0
345,2021-01-01 12:00:00+00:00,2.7,0,0,2021-01-01,12,0
346,2021-01-02 12:00:00+00:00,2.1,0,0,2021-01-02,12,0
347,2021-01-03 12:00:00+00:00,1.4,0,0,2021-01-03,12,0
348,2021-01-04 12:00:00+00:00,1.2,0,0,2021-01-04,12,0
349,2021-01-05 12:00:00+00:00,0.3,0,0,2021-01-05,12,0
350,2021-01-06 12:00:00+00:00,0.6,0,0,2021-01-06,12,0
351,2021-01-07 12:00:00+00:00,2.8,0,0,2021-01-07,12,0
352,2021-01-08 12:00:00+00:00,1.4,0,0,2021-01-08,12,0
